,compound,neg,neu,pos,tweet_text
911,0.4678,0.163,0.566,0.271,"@CISOZ An interesting article,
but if ""democracy"" still means majority rule,
then ""the greatest threat to our democ… https://t.co/L2zck6d70D"
912,0.5574,0.0,0.769,0.231,RT @EarthAccounting: Embracing #EV Infrastructure Has A Positive Impact On  #ClimateChange https://t.co/LtbkFU7Hpz via @insideevs.com
913,-0.7096,0.33,0.67,0.0,"#ClimateChange, its an Economic crisis for the DNC empty slush Funds #DNCIsBroke 😂😝🤣 https://t.co/uORoMgCoYT"
914,0.0,0.0,1.0,0.0,"RT @ClimateReality: Finally, the world is waking up to the #ClimateCrisis.  

https://t.co/eM7rGVr5n2 https://t.co/GMC6eKthVD"
915,0.0,0.0,1.0,0.0,Listen to #Alaska’s commercial fishers talk about signs of climate change in the places where they live and work.… https://t.co/5zZa9gzdae
916,0.8047,0.097,0.555,0.348,"Really hope she wins! Holding the govt to account is integral to ensure immediate action on #ClimateChange, sadly I… https://t.co/gBAfGJFJ0l"
917,-0.7579,0.351,0.561,0.088,"We need to fight like hell to make life hard to take and hard to break.

We need #GunControlNow, #MedicareForAll,… https://t.co/A9wOUmpIv8"
918,0.5574,0.0,0.735,0.265,Embracing #EV Infrastructure Has A Positive Impact On  #ClimateChange https://t.co/LtbkFU7Hpz via @insideevs.com
919,0.2263,0.09,0.787,0.124,RT @asfawkumssa: Kudos to the people &amp; government of #Ethiopia for planting 350 million trees 🌲 to combat #deforestation &amp; #climatechange i…
920,0.34,0.113,0.672,0.214,"I actually believed this #GlobalWarming nonsense, that I could finally enjoy the warm sun Cold as ice it is, normal… https://t.co/MVLTw0h38T"
921,0.7506,0.0,0.73,0.27,"RT @askboomer1949: Global Warming
Not much about it at all
I think Warren won this (who decides?) and Buttigieg did well.
I still prefer Ha…"
922,0.7351,0.0,0.714,0.286,"RT @PaulEDawson: “This is urgent, and to think we have time is such a privileged and removed-from-reality attitude,”

I agree with AOC, it'…"
923,0.4497,0.0,0.866,0.134,"RT @Bruegel_org: #EU #greenhousegas emissions have decreased in all sectors but transport, which has had a 20% increase. Transport is a key…"
924,-0.5267,0.188,0.812,0.0,RT @Wilderness: A climate scientist is suing the Trump administration – alleging she lost her job with the National Park Service because sh…
925,0.0,0.0,1.0,0.0,"""The online course for teachers takes 15-20 hours to complete and covers areas such as #climatechange science, adap… https://t.co/unjeqthyKb"
926,0.25,0.0,0.875,0.125,RT @kellytsanders: @emilygrubert @rebeccaampeer @KaLeungLam @binxamous We (@MoChen921 @gbanweiss) created a method for identifying homes wi…
927,0.5562,0.0,0.826,0.174,"Come to DEA's key event on #ClimateCrisis &amp; #health! NSW Parliament House, Tues 6 August 6.30pm. Free registration… https://t.co/btuPgqfujb"
928,-0.7777,0.244,0.756,0.0,"Person A: Why the fuck is it in the 60s? Summer was supposed to start July 5! I feel personally attacked.
Person B:… https://t.co/lILTzKG53Y"
929,-0.0772,0.138,0.737,0.124,"Interesting read
„Likewise, people who feel threatened by climate mitigation, for example because it might raise th… https://t.co/kG1RKQDukd"
930,0.0772,0.0,0.944,0.056,RT @NDebsta: @Future_Cities Greta is part of the elite. The elite want a world of gated citadel of unparalleled luxury for them and impover…
931,0.6369,0.0,0.729,0.271,"RT @DrDooleyMD: Our taxes should be used to help people.   

Like:

#MedicareForAll 
#ClimateChange
#GreenNewDeal 
#CancelStudentDebt 
#Col…"
932,-0.6369,0.22,0.78,0.0,RT @aseip1: When are these ignorant con Premiers going to do the right thing instead of wasting tax payers hard earned money on frivolous c…
933,0.5994,0.0,0.849,0.151,RT @CTI_timber: Congratulations to #Ethiopia for planting 350m tree seedlings in just one day. Goes to show what is possible when all parti…
934,0.0,0.0,1.0,0.0,RT @brandymstanford: #quotestoliveby #quotesoftheday #quotes #Obama #climatechange https://t.co/sW94NDE7U9
935,0.0,0.0,1.0,0.0,@People4Bernie @IndigeniusBstrd @BernieSanders @BernieSanders hit it out of the park💪.  #FeelingTheBern2020… https://t.co/dPS1YmvAHl
936,0.0,0.0,1.0,0.0,"Where he will go, open your eyes people. #GlobalWarming https://t.co/C78eKPjwtu"
937,-0.3658,0.133,0.867,0.0,"RT @PaulHBeckwith: How a complete loss of Arctic sea ice will be a tipping point for our #climate system, to a place that we do not want to…"
938,0.0,0.0,1.0,0.0,"RT @pattrn: In just 12 hours, #Ethiopia planted 350 million trees around the country, setting a world record. The effort is part of the cou…"
939,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
940,-0.296,0.145,0.855,0.0,"RT @TheB1M: These buildings are ""eating"" smog - FULL VIDEO: https://t.co/lbzEJKiSFt #construction #pollution #climatechange https://t.co/67…"
941,0.0,0.0,1.0,0.0,"@realDonaldTrump below is a declaration from Pacific Island leaders on #ClimateActionNow #ClimateCrisis 
   Donald,… https://t.co/W4oTvEgmkL"
942,0.2607,0.131,0.761,0.108,"RT @KidanAraya: Great day to be an Ethiopian working on environmental issues! Planting trees alone won't solve the #ClimateCrisis, but refo…"
943,0.0516,0.099,0.794,0.107,"RT @EOPAmerica: Tonight at the #DemocraticDebate we will be listening to see who is interested in fighting climate change, and changing the…"
944,0.6705,0.0,0.784,0.216,"RT @xr__ni: Thankyou @guardian for your honest reporting in the face of the #ClimateCrisis and helping us to #TellTheTruth

🙏
https://t.co/…"
945,-0.4019,0.172,0.828,0.0,"#NZ ~ #WomenInPolitics shining a light on @ThatHumbleMan ~ 

“#ClimateChange is a manmade problem that requires a f… https://t.co/a4prJWsZUW"
946,0.4019,0.0,0.87,0.13,"RT @market_forces: .@ANZ_AU, @CommBank, @NAB &amp; @Westpac said they support the Paris #climatechange agreement's goals and reduce their inves…"
947,0.7351,0.0,0.714,0.286,"RT @PaulEDawson: “This is urgent, and to think we have time is such a privileged and removed-from-reality attitude,”

I agree with AOC, it'…"
948,0.7096,0.0,0.753,0.247,RT @Liberalyogi: @RepAdamSchiff @HouseIntel And #climatechange doesn’t care what political party you are in or whether you are a red state…
949,0.1779,0.0,0.914,0.086,RT @CJAOurPower: Frontline communities have the solutions to the #ClimateCrisis. Will you #Visit48217 and listen to them @BetoORourke? #Dem…
950,-0.6824,0.302,0.576,0.122,"RT @ExtinctionNZ: ""#Climatechange is not so much an emergency as a festering injustice. We didn't end slavery by declaring an emergency &amp; d…"
951,-0.3818,0.106,0.894,0.0,RT @AJEnglish: Ethiopians plant more than 350 million 🌳 in a single day as part of a #GreenLegacy campaign to fight deforestation and #Clim…
952,0.0,0.0,1.0,0.0,RT @ILuvCO2: @PolAnimalAus @PAlterBoy1 @NewBigChill1 @Ozwino @JamesRider3 @MikeH_MapleGrov @Andrewemcameron @VHuwhite @sueytonius @RustyAwa…
953,0.5859,0.0,0.833,0.167,"RT @Alex_Verbeek: 🌍

Waking up, or still awake.
It feels like the morning after the night before...

Could you please RT, I am looking for…"
954,0.0,0.0,1.0,0.0,RT @NikolovScience: @Keeper_86 @MassiMassian @EuphoricEuler @CoinMomma @dan613 @SA_TEXROD @jimdtweet @Michael46830937 @Kenneth72712993 @Pet…
955,0.0,0.0,1.0,0.0,"RT @ratikals: The Younger Dryas Impact

#Music #Musician #IndependentMusic #Rock #Worldmusic #Peace #SoundCloud #YouTube #NowPlaying #NewMu…"
956,0.0,0.0,1.0,0.0,"The Younger Dryas Impact

#Music #Musician #IndependentMusic #Rock #Worldmusic #Peace #SoundCloud #YouTube… https://t.co/9rgpbUauF5"
957,0.0,0.0,1.0,0.0,RT @IPCC_CH: Estimates of the global emissions outcome of current nationally stated mitigation ambitions as submitted under the Paris Agree…
958,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
959,0.1027,0.0,0.94,0.06,"RT @zaibatsu: Many animals can’t adapt fast enough to #climatechange Some species are coping fine, but others are running out of time. http…"
960,0.101,0.1,0.783,0.117,RT @ProfStrachan: An extremely engaging opinion piece from Lee Wasserman (Director of the Rockefeller Family Fund) asking two critical ques…
961,0.4033,0.0,0.881,0.119,RT @Thongch34759935: Children are being born less intelligent due to #climatechange &amp; they are turning into climate scientists at an early…
962,0.0,0.0,1.0,0.0,#ClimateCrisis is real - note just for tv. https://t.co/tbSacX8uzI
963,-0.6705,0.224,0.776,0.0,"RT @RepRobinKelly: For the last 8 years, @HouseGOP ignored the reality of #climatechange and the damage being done to our national security…"
964,-0.2732,0.184,0.712,0.105,"RT @GeraldKutney: Prince Charles: ""All of a sudden, and with a barrage of sheer intimidation, we are told by powerful groups of deniers tha…"
965,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
966,0.0,0.0,1.0,0.0,"#ClimateChange here is the predicted Climate Change article, that was bound to follow a couple hot days from last w… https://t.co/OphlDoE69v"
967,0.0,0.0,1.0,0.0,RT @SirjaBlixt: Heat wave in Helsinki. Yet - and because of that - we sit here once again. #Fridaysforfuture #ClimateCrisis #klimatstrejk #…
968,-0.5267,0.188,0.812,0.0,RT @Wilderness: A climate scientist is suing the Trump administration – alleging she lost her job with the National Park Service because sh…
969,-0.0258,0.09,0.824,0.086,"RT @WoodlandTrust: The Committee on Climate Change has called for an increase in UK #woodland cover to 17% by 2050.

We can’t combat #Clima…"
970,0.0,0.0,1.0,0.0,"RT @pattrn: In just 12 hours, #Ethiopia planted 350 million trees around the country, setting a world record. The effort is part of the cou…"
971,0.0,0.0,1.0,0.0,"RT @earthwatch_org: Ethiopia has planted more than 350 million trees in a day, a project which aims to counter the effects of deforestation…"
972,-0.2732,0.184,0.712,0.105,"RT @GeraldKutney: Prince Charles: ""All of a sudden, and with a barrage of sheer intimidation, we are told by powerful groups of deniers tha…"
973,-0.5367,0.242,0.758,0.0,"""If trees could scream, would we be so cavalier about cutting them down""? https://t.co/I7Y5LKgxnf
#climatecrisis… https://t.co/w7sus0BNkL"
974,0.6249,0.092,0.671,0.237,RT @MaimunahSharif: Great to see cities across the world taking the lead in the fight against #climatechange. The bold declarations by #cit…
975,0.1531,0.1,0.778,0.122,"RT @GeraldKutney: Prince Charles: ""It is baffling, I must say, that in our modern world we have such blind trust in science and technology…"
976,0.4019,0.0,0.87,0.13,"RT @market_forces: .@ANZ_AU, @CommBank, @NAB &amp; @Westpac said they support the Paris #climatechange agreement's goals and reduce their inves…"
977,0.34,0.0,0.854,0.146,.@Oracle and the @worldbeeproject are developing a #blockchain-based sustainability assurance system for honey on t… https://t.co/atqQN4ftD9
978,-0.3612,0.135,0.865,0.0,"RT @TreeBanker: The Ludicrous Gulf Between Our #ClimateChange Goals and Reality, In One Chart
https://t.co/GUQpvWDG30 #ActOnClimate https:/…"
979,0.0,0.0,1.0,0.0,"Alaska’s recording-setting summer heat has been ""basically off the charts,"" the Washington Post reports. Persistent… https://t.co/oDVz0ylweC"
980,0.0,0.0,1.0,0.0,"#Climatechange is “absolutely” already causing deaths, according to a new report on the #health impacts of the clim… https://t.co/a7dliBBs46"
981,-0.6369,0.22,0.78,0.0,RT @aseip1: When are these ignorant con Premiers going to do the right thing instead of wasting tax payers hard earned money on frivolous c…
982,-0.3818,0.133,0.867,0.0,"RT @JamaMusse: Ethiopians planted 353 million trees in 12 hours to fight deforestation and climate change.
#ClimateChange #BetterHornOfAfri…"
983,-0.2263,0.087,0.913,0.0,RT @iammatthunter: #ExtinctionRebellion protesters at Bay &amp; King this evening. I'm seeing more of this sort of thing lately. Not surprising…
984,-0.4215,0.203,0.797,0.0,#ClimateChange #Environment India’s large cities staring at #watercrisis: Water Stress Index  https://t.co/OFnAVDHLUY
985,-0.25,0.111,0.889,0.0,RT @GriffKohout: Real Deal New Green Schpiel protest poetry @ Venice Freakshow Green Team... https://t.co/pwtpUFsgOw #CREATE #POETRY #NEWGR…
986,0.0,0.0,1.0,0.0,RT @NikolovScience: @Keeper_86 @MassiMassian @EuphoricEuler @CoinMomma @dan613 @SA_TEXROD @jimdtweet @Michael46830937 @Kenneth72712993 @Pet…
987,0.0,0.0,1.0,0.0,"RT @GriffKohout: @AOC #legalize #cannabis for all #humans !!

#normalize #solar &amp; #wind #power !!

#aoc #thesquad #warren2020 #stonersforwa…"
988,0.34,0.0,0.902,0.098,RT @arpaumbria: #OvershootDay2019 🌍 29/7: Oggi la #Terra ha esaurito le risorse naturali. Da domani l'umanità manterrà stile di vita e mode…
989,0.0,0.0,1.0,0.0,"RT @GriffKohout: @SarahKSilverman #StonersForWarren !!!   #NewGreenDeal 

#usa #evolve #warren2020 #warren #warrenwill #america #science #c…"
990,-0.3818,0.106,0.894,0.0,RT @AJEnglish: Ethiopians plant more than 350 million 🌳 in a single day as part of a #GreenLegacy campaign to fight deforestation and #Clim…
991,0.0,0.0,1.0,0.0,"Some #climatechange #raysoflight y'all 

@megalightheart @KateRaworth 

#UpsideDownThinking https://t.co/o94SU0E95e"
992,0.2732,0.086,0.782,0.132,"RT @Speak535: Hi, climate change deniers.

A friendly reminder that the scientific consensus that many of you fervently dismiss is now 99%…"
993,-0.0258,0.094,0.776,0.131,"RT @PaulHBeckwith: Total #Arctic Sea-Ice Loss Will Cause Warming Equal to 25 Years of Present Emissions
-Zero Sea-Ice —&gt; has warming effect…"
994,-0.3818,0.106,0.894,0.0,RT @AJEnglish: Ethiopians plant more than 350 million 🌳 in a single day as part of a #GreenLegacy campaign to fight deforestation and #Clim…
995,0.2942,0.0,0.905,0.095,"RT @AndreaDoremus: Of COURSE .. @DNC #DNC, not addressing #ClimateCrisis is @RogerLau completely notOK 🥴😣😥!
If any #MSM worth their salt (a…"
996,0.296,0.0,0.905,0.095,"RT @ogkeyser: GRETA Call the target bank in each country 
#CallBankAmerica
Call in solidarity Obstruct business
Give them a run on the bank…"
997,0.6369,0.0,0.729,0.271,"RT @DrDooleyMD: Our taxes should be used to help people.   

Like:

#MedicareForAll 
#ClimateChange
#GreenNewDeal 
#CancelStudentDebt 
#Col…"
998,-0.4215,0.113,0.887,0.0,"RT @IPBES: 🌳#Ethiopia 🇪🇹 just broke an unbe-leaf-able record.🌳

In 12 hours, the country planted 350 million trees to counter the effects o…"
999,0.2263,0.0,0.913,0.087,"RT @Greenpeace: As Earth continues to warm, disease-carrying mosquitoes could migrate to new regions around the world. They will become ano…"
1000,0.7579,0.0,0.745,0.255,@PaulEDawson I have a magic CO2 scrubber in my shed. It can free the atmosphere of CO2 and save the planet. I just… https://t.co/mI2Pht6AG4
1001,-0.0258,0.094,0.776,0.131,"RT @PaulHBeckwith: Total #Arctic Sea-Ice Loss Will Cause Warming Equal to 25 Years of Present Emissions
-Zero Sea-Ice —&gt; has warming effect…"
1002,0.636,0.0,0.744,0.256,"RT @WorldObesity: The wait is over! Vested interests, misplaced economic incentives are major drivers of the joint pandemics of #obesity, #…"
1003,0.0,0.0,1.0,0.0,"RT @WomenintheWorld: 16-year-old Greta Thunberg famously refuses to fly because of its carbon impact, but she has found an emission-free wa…"
1004,-0.5413,0.155,0.845,0.0,RT @Piers_Corbyn: #Greenparty are tools of #Globalists #Soros mega #Corporate filth and must be utterly destroyed along with their #Climate…
1005,0.0,0.175,0.65,0.175,"RT @GriffKohout: @AOC grow #cannabis to reverse #globalwarming !!

#legalizeAmerica !!!

FREE THE CANNABIS PRISONERS !!

#stonersforwarren…"
1006,-0.5267,0.279,0.625,0.096,The pack of deniers running Australia don't even intend to keep their own grossly inadequate promise for 2030.… https://t.co/Hz7MxJEuve
1007,0.0,0.0,1.0,0.0,RT @FringeFlorida: Another leading climate scientist leaves after being  silenced by White House. #scienceoversycophants #resist #trump #cl…
1008,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
1009,0.0,0.0,1.0,0.0,"RT @UNDP: Less trees, more #airpollution, more respiratory diseases &amp; infections. #ClimateChange affects our health. Our health expert @Man…"
1010,0.0,0.0,1.0,0.0,RT @wildearthguard: #alaska #climatechange #climatecrisis #tuesdaymotivation #renewableenergy https://t.co/RNXH5Wbp0E
1011,0.4033,0.0,0.881,0.119,RT @Thongch34759935: Children are being born less intelligent due to #climatechange &amp; they are turning into climate scientists at an early…
1012,0.0,0.0,1.0,0.0,"Why is the Earth more than ""just"" our environment?
https://t.co/xmoWjxiA6F
#climatecrisis #actonclimatechange https://t.co/fAFKu730ic"
1013,0.2716,0.0,0.909,0.091,"RT @Action350: We need the DNC to hold a #climatedebate to hear candidates’ plans to address the most intersectional, the most urgent issue…"
1014,0.4215,0.088,0.708,0.204,"RT @JimBair62221006: Big oil playing the victim

...as they continue to reap the rewards of massive disinformation campaigns.

""Don’t ‘demo…"
1015,0.0,0.0,1.0,0.0,RT @prcnepal: Happening now: Regional Training Workshop for Asia and Pacific started in Kathmandu host by Ministry of Forests and Environme…
1016,0.0772,0.0,0.936,0.064,@Future_Cities Greta is part of the elite. The elite want a world of gated citadel of unparalleled luxury for them… https://t.co/XF3jJ8KRVo
1017,0.0,0.0,1.0,0.0,"#Ilmastonmuutos on globaali kriisi, johon vaaditaan kaikkien kansakuntien panosta. Samalla tuntuu, että konservatii… https://t.co/FK7Ikw4xB7"
1018,-0.25,0.151,0.753,0.097,RT @JWSpry: My Top 8 Annoyances in the Climate Change Debate https://t.co/ST17IJWTIW via @ChrisMartzWX #ClimateChange #Auspol #CDNpoli
1019,0.7351,0.0,0.714,0.286,"RT @PaulEDawson: “This is urgent, and to think we have time is such a privileged and removed-from-reality attitude,”

I agree with AOC, it'…"
1020,-0.3818,0.115,0.885,0.0,RT @ProfSteveKeen: @NickHanauer It's now jeopardizing their survival Nick. Check out the crap that passes for data in Neoclassical models o…
1021,0.6249,0.0,0.746,0.254,"RT @StefaniaBje: Reduce, reuse, recycle... and then reverse your emissions #withWren. It's easy and surprisingly affordable #ClimateChange…"
1022,0.3182,0.0,0.897,0.103,"RT @PaulEDawson: A mere 100 companies are responsible for 71 percent of global climate emissions.

These people are locking you and everyth…"
1023,0.4404,0.0,0.892,0.108,✅ The Entire World Would Be Better Off if Donald Trump Just Watched This VIDEO. All you need to know about… https://t.co/O3cUZGOisn
1024,0.0,0.0,1.0,0.0,Guidance for Specifying Healthier #Insulation &amp; #AirSealing #Materials: https://t.co/dXP5t3kpGD #weatherization… https://t.co/Rpob2JzzFR
1025,-0.25,0.151,0.753,0.097,RT @JWSpry: My Top 8 Annoyances in the Climate Change Debate https://t.co/ST17IJWTIW via @ChrisMartzWX #ClimateChange #Auspol #CDNpoli
1026,0.1779,0.0,0.898,0.102,Frontline communities have the solutions to the #ClimateCrisis. Will you #Visit48217 and listen to them… https://t.co/TZiL83YIwy
1027,-0.5267,0.254,0.746,0.0,RT @paulmahony101: Some reality on the existential threat of #climatechange. https://t.co/nSt0dMwqZS
1028,0.0,0.0,1.0,0.0,"RT @pmagn: Canadians produce 3x more greenhouse gas emissions than G20 average #ClimateCrisis

Has distinction that produces MOST per-perso…"
1029,0.0,0.0,1.0,0.0,"RT @PaulEDawson: Time to walk the walk not just talk the talk!

The UK, France, Canada and Ireland have all formally recognised a climate c…"
1030,-0.3658,0.133,0.867,0.0,"RT @PaulHBeckwith: How a complete loss of Arctic sea ice will be a tipping point for our #climate system, to a place that we do not want to…"
1031,0.5719,0.0,0.861,0.139,RT @Char_olsen16: Jay Inslee (and his team) have done some excellent work outlining a plan that makes the ideas posed in the Green New Deal…
1032,0.0,0.0,1.0,0.0,"@MediaRings A Louisiana Republican Reckons with #ClimateChange
https://t.co/EjZy4V78Js https://t.co/nhvzs6qyaf"
1033,0.0,0.0,1.0,0.0,RT @FGC_Chris: Dr John Hewson is talking about #ClimateChange and #CarbonTax @AUSGRAINSCONF #AGIC2019 https://t.co/SNhnc4HIm9
1034,-0.4767,0.157,0.783,0.06,#ClimateChange poses a real threat to our society. I want to know how each candidate plans to reduce carbon emissio… https://t.co/psfdyQvoU4
1035,0.0,0.0,1.0,0.0,#ClimateCrisis is evident and we need #ClimateActionNow! Met Office: UK's 10 hottest years on record occurred since… https://t.co/8HZYLwrANy
1036,0.6369,0.0,0.729,0.271,"RT @DrDooleyMD: Our taxes should be used to help people.   

Like:

#MedicareForAll 
#ClimateChange
#GreenNewDeal 
#CancelStudentDebt 
#Col…"
1037,0.0516,0.104,0.783,0.113,"RT @350: ⚠️ BREAKING: Pacific Island leaders declare a #ClimateCrisis. 

""This declaration makes clear that the current scale of the climat…"
1038,-0.4278,0.205,0.795,0.0,RT @DewQanon: @corybernardi @MRobertsQLD @PaulineHansonOz @CECAustralia @AdvanceAusHQ @RealMarkLatham #CommonPurpose #ClimateChange HOAX FR…
1039,0.0,0.0,1.0,0.0,Dr John Hewson is talking about #ClimateChange and #CarbonTax @AUSGRAINSCONF #AGIC2019 https://t.co/SNhnc4HIm9
1040,-0.5267,0.139,0.861,0.0,RT @PaulEDawson: “We’ve identified a threat to groundwater across the U.S. from the mismanagement of coal ash at almost every plant in the…
1041,-0.2263,0.087,0.913,0.0,RT @iammatthunter: #ExtinctionRebellion protesters at Bay &amp; King this evening. I'm seeing more of this sort of thing lately. Not surprising…
1042,0.7351,0.0,0.714,0.286,"RT @PaulEDawson: “This is urgent, and to think we have time is such a privileged and removed-from-reality attitude,”

I agree with AOC, it'…"
1043,-0.7269,0.337,0.663,0.0,"White House ‘undercutting evidence' of climate crisis, says analyst who resigned https://t.co/KijlaWTtK4 #climatechange #Trump"
1044,0.0,0.0,1.0,0.0,"When they tell you about how drastic it is for you to give up your life, your money, your future to fight… https://t.co/znQzJqcUCk"
1045,0.0,0.0,1.0,0.0,Minus one. #poetry #poet #writer #art #poetrycommunity #poetrywriter #ScarletMonahan #climatechange #globalwarming… https://t.co/ApHhfBp8CK
1046,-0.4215,0.113,0.887,0.0,"RT @IPBES: 🌳#Ethiopia 🇪🇹 just broke an unbe-leaf-able record.🌳

In 12 hours, the country planted 350 million trees to counter the effects o…"
1047,0.0,0.0,1.0,0.0,"RT @DewQanon: @corybernardi @MRobertsQLD @PaulineHansonOz @CECAustralia @AdvanceAusHQ @RealMarkLatham #climatechange  #Scam

#auspol https:…"
1048,0.6369,0.0,0.729,0.271,"RT @DrDooleyMD: Our taxes should be used to help people.   

Like:

#MedicareForAll 
#ClimateChange
#GreenNewDeal 
#CancelStudentDebt 
#Col…"
1049,0.0,0.0,1.0,0.0,RT @Florindo_fabio: Reviews of Geophysics: Understanding the seasonal cycle of Antarctic sea ice extent in the context of longer‐term varia…
1050,0.6705,0.0,0.792,0.208,"RT @JoeMoeonoKolio: Dear white allies,
If you truly are an ally of the Pacific communities on the front lines of #climatechange , then step…"
1051,0.5737,0.0,0.801,0.199,RT @YYCSocialist: . @jkenney won’t do anything meaningful about #ClimateChange but this well organized YYC group is making an impact in Cal…
1052,0.2263,0.0,0.909,0.091,"RT @bethsawin: Those of us (including me) raised in cultures that prioritize individualism, are poorly prepared for the #ClimateCrisis I th…"
1053,0.0,0.0,1.0,0.0,"RT @DanielTurnerPTF: 114 private jets at a $1000 a night resort where A-listers will talk about #climatechange 

Tell me again about the “c…"
1054,-0.5719,0.252,0.748,0.0,"RT @DewQanon: @corybernardi @MRobertsQLD @PaulineHansonOz @CECAustralia @AdvanceAusHQ @RealMarkLatham #ClimateChange Scam

#auspol https://…"
1055,0.0,0.0,1.0,0.0,"RT @UNDPasiapac: Register Now | Asia-Pacific Climate Week (2-6 Sept) will bring the region's key actors to Bangkok, to enhance ambition and…"
1056,0.2732,0.15,0.636,0.214,RT @StirlingCitySNP: Stirling Climate Conversation A Big Success #Stirling #Climate Emergency #ClimateCrisis https://t.co/vVeig714u2 https:…
1057,-0.5719,0.252,0.748,0.0,"RT @DewQanon: @corybernardi @MRobertsQLD @PaulineHansonOz @CECAustralia @AdvanceAusHQ @RealMarkLatham #climatechange Scam
#auspol https://t…"
1058,-0.25,0.151,0.753,0.097,RT @JWSpry: My Top 8 Annoyances in the Climate Change Debate https://t.co/ST17IJWTIW via @ChrisMartzWX #ClimateChange #Auspol #CDNpoli
1059,0.7351,0.0,0.714,0.286,"RT @PaulEDawson: “This is urgent, and to think we have time is such a privileged and removed-from-reality attitude,”

I agree with AOC, it'…"
1060,0.5106,0.0,0.864,0.136,"RT @withpetal: Is plastic pollution really something to make fun of? We don’t think so. Follow if you’re #WithPetal 
.
Story by @DailyMail…"
1061,0.6249,0.0,0.718,0.282,"Reduce, reuse, recycle... and then reverse your emissions #withWren. It's easy and surprisingly affordable… https://t.co/55Gsdm7Tgg"
1062,-0.2462,0.125,0.788,0.087,"RT @withpetal: It's time to start working together to fight #PlasticWaste! Follow our page to join the #ZeroWaste movement!

Are you #WithP…"
1063,0.4263,0.0,0.908,0.092,"RT @DSMeu: Europe wants to be the future of 🔝 #supercomputers! 

The 1st supercomputers will be in:
🇧🇬 🇨🇿 🇫🇮 🇮🇹 🇱🇺 🇵🇹 🇸🇮 🇪🇸
They will suppo…"
1064,0.0,0.0,1.0,0.0,RT @Jumpsteady: A brief history of the #ClimateCrisis. https://t.co/mx138eehXW
1065,0.2263,0.0,0.913,0.087,"RT @Greenpeace: As Earth continues to warm, disease-carrying mosquitoes could migrate to new regions around the world. They will become ano…"
1066,0.0,0.0,1.0,0.0,RT @Jumpsteady: A brief history of the #ClimateCrisis. https://t.co/mx138eehXW
1067,-0.188,0.225,0.775,0.0,"RT @6iiiikp: I'm so sorry
#GlobalWarming https://t.co/ZDVNdiQFdG"
1068,0.0,0.0,1.0,0.0,"#ClimateCrisis already causing deaths and childhood stunting, report reveals https://t.co/ENWiJig5Jh"
1069,-0.25,0.169,0.723,0.108,My Top 8 Annoyances in the Climate Change Debate https://t.co/ST17IJWTIW via @ChrisMartzWX #ClimateChange #Auspol #CDNpoli
1070,0.0,0.0,1.0,0.0,"RT @DrJDrooghaag: 🔵 The Emperor Pinguine breeding ground collapsed...

#SDGs #ClimateCrisis #FridaysForFuture #OurPlanet
@NevilleGaunt @Ada…"
1071,0.0,0.0,1.0,0.0,"RT @DanielTurnerPTF: 114 private jets at a $1000 a night resort where A-listers will talk about #climatechange 

Tell me again about the “c…"
1072,0.5574,0.0,0.816,0.184,"#ClimateChange #GlobalWarming #CarbonTaxScam The Spoiled Rich flock to Google summit in private jets, mega yachts t… https://t.co/v4LUkWiMeH"
1073,0.8118,0.0,0.697,0.303,RT @FarminAg: @realDonaldTrump Make straightpiped diesels great again! Repeal clean air act n replace with common sense laws! #FakeNews #Gl…
1074,0.34,0.0,0.897,0.103,"RT @PolScorr: La #Terra
vista dalla #StazioneSpaziale

Da lì @astro_luca ha detto

“Rispetto a sei anni fa
➡️i deserti sono avanzati
➡️i gh…"
1075,0.0,0.0,1.0,0.0,RT @zeljko_obren: Some early research on #GlobalWarming (107 years ago...) https://t.co/5Fdv01cCqG
1076,0.0,0.0,1.0,0.0,"1st  with #genderparity in the cabinet, 2nd with first ever #FemalePresident and now breaking the… https://t.co/HMvc8qOC1Z"
1077,0.0,0.0,1.0,0.0,RT @brandymstanford: #quotestoliveby #quotesoftheday #quotes #Obama #climatechange https://t.co/sW94NDE7U9
1078,-0.3182,0.084,0.916,0.0,"From the city of Venice and the Tower of London to Old Havana in Cuba, what a loss it would be to the world if thes… https://t.co/2pyyjtF9P4"
1079,-0.3818,0.133,0.867,0.0,"RT @JamaMusse: Ethiopians planted 353 million trees in 12 hours to fight deforestation and climate change.
#ClimateChange #BetterHornOfAfri…"
1080,0.0,0.0,1.0,0.0,"RT @M_Star_Online: Activists turn up the heat on fossil fuel firms: Hundreds of environmentalists shut down three fossil fuel companies, me…"
1081,-0.3612,0.116,0.884,0.0,"RT @PANAsiaPacific: .@NatGeo covers the adverse consequences of the thinning of the Sundarbans, the world's largest mangrove forest, due to…"
